title,review,vote
Solo,"Here's a surprise tucked into the languishing days of summer movies. Arriving with hardly any attention is a satisfying, even fun, action picture about a futuristic soldier named Solo.",fresh
Solo,Solo is at least instructive as a miscellany of action movie cliches in one neat and depressing package.,rotten
Solo,"The best one can say for Norberto Barba is that he directs a slick piece of goods. But no amount of fast cutting or tempo can disguise the material's simplistic, thoughtless nature.",rotten
Solo,"Since filmgoers are told early on that there is only one other super-cyborg prototype in the world, well, guess what the big climax is?",rotten
Solo,A lackluster action-adventure.,rotten
Solo,"Not one fight is memorable, and the set looks recycled from an Indiana Jones theme park.",rotten
Solo,"For what it is, a straightforward sci-fi action movie with an equally straightforward hero, Solo works.",fresh
Solo,"As movie androids go, Solo is a softie, and that's his problem.",rotten
Solo,It's all painfully formulaic.,rotten
Solo,Soloflex might be a better title.,rotten
The Substitute,There's a sense of shrewd observation throughout The Substitute that makes it come alive and seem quite a few cuts above such usual genre fare.,fresh
The Substitute,"Aside from a lot of only moderately-satisfying violence, The Substitute comes across as rather lame.",rotten
The Substitute,Those who appreciate the irony of a killing machine turned loose on a pack of nasty students will find The Substitute a source of nonstop delight.,fresh
The Substitute,"The title changes, the actors change, and the superficial details of the story change, but it is always about exactly the same thing: heavily armed men shooting at one another.",rotten
The Substitute,The entire setup is too garish to be credible.,rotten
The Substitute,"There's a certain amount of camp value to this over-the-top thriller, which might as well be called Rambo Goes to High School.",rotten
The Substitute,"An angry, white, mercenary movie out to spill blood and beat its manly chest.",rotten
Feeling Minnesota,"Everything in and about Baigelman's debut is irritatingly derivative: second-hand plot, small-time characters, limited and movieish vision, and bad performances for Reeves and Diaz.",rotten
"Angus, Thongs and Perfect Snogging","The film lacks the wit and drama that might pitch it beyond the target demographic, though judging from what makes the girls squirm in the film, it might not succeed even there.",rotten
"Angus, Thongs and Perfect Snogging",A good-natured bundle of early-teen femme angst pitched squarely at the youngsters who've made Louise Rennison's books a hit both sides of the Pond.,fresh
Face/Off,"[A] gorgeously shot, repetitively violent, occasionally repellent, sometimes silly and consistently trashy fantasy.",fresh
Face/Off,"For all its fiery explosions, Face/Off just kind of implodes.",rotten
Face/Off,"It's sick, slick and sensational.",fresh
Face/Off,"In Face/Off, Woo sweeps us away again, into a world of wild action, heroism, villainy and double faces that turn deadly.",fresh
Face/Off,A knockout new thriller by John Woo.,fresh
Face/Off,"Face/Off is a full-blooded, movie-going experience. It's 100 percent movie.",fresh
Face/Off,Face/Off is the best action movie of the summer.,fresh
Face/Off,"Almost indefensibly violent, the film is one of those whirligigs of wit, barbaric energy, blood spatters and firepower that will be adored by the morally retarded among us -- like me -- and loathed by the morally superior.",fresh
Face/Off,Face/Off makes bad movies look worse and makes the making of good movies look like the most thrilling work in the world.,fresh
Face/Off,"Woo's poetic-kinetic style has evolved, if not to the point of abstraction, then to delirium: he makes a virtue of incredulity.",fresh
Face/Off,John Woo's Face/Off puts the acting into action flick...,fresh
Face/Off,Scenes of high-voltage action vie with wild hilarity as two guys with guns switch faces and identities.,fresh
Face/Off,"It's difficult to describe the jolt his films deliver when [Woo]'s on, and he is on with a vengeance here.",fresh
Face/Off,Watching John Travolta and Nicolas Cage square off and literally exchange roles brings back the old-fashioned pleasure of astutely judged movie star pairings in a major way.,fresh
Face/Off,Here comes a mega-movie that actually delivers what mega-movies promise...,fresh
Face/Off,"You see what thickets this plot constructs; it's as if Travolta adds the spin courtesy of Cage's personality, while Cage mellows in the direction of Travolta.",fresh
Face/Off,"A dizzying, beautiful ride.",fresh
Face/Off,"If there has been a major Hollywood release with a higher body count, I don't remember it.",fresh
Face/Off,capable of moments of rare cinematic perfection,fresh
Boy A,It makes us feel sympathy for the devil.,fresh
Boy A,"Director John Crowley, a veteran Irish theater director now working in film, is deliberate with every last element of his film.",fresh
Boy A,"Even its structurally weaker moments give Garfield an opportunity to expand on Jack's physical and mental dislocation. Given Boy A's final floating reel, it's an anchoring performance in every sense of the word.",fresh
Boy A,The movie is taut with suspense but culminates in wise resignation as the hero comes to understand he's running from a part of himself.,fresh
Boy A,Crowley gets a remarkable performance from Andrew Garfield: his Jack is a person who carries guilt with him even when he is trying to override it.,fresh
Boy A,"Boy A is one of those rare movies that takes the idea of rehabilitation seriously. In the end, it may present a worst-case scenario, but it does so with unusual depth and conviction.",fresh
Boy A,"In tandem, the director and screenwriter build up a palpable suspense. Boy A will rivet you while raising issues about forgiveness and just who deserves it.",fresh
Boy A,"Along with Garfield and the splendid Scottish actor Mullan, Crowley brings great tact to this bruising saga of atonement and moral regeneration. Though a bad seed can bring forth good fruit, will others want to pick it?",fresh
Boy A,"There are some gaps in the movie's reality, and some O. Henry-like contrivances, but the masterful trick Boy A plays on viewers is to get them to care before giving them reasons not to.",fresh
Boy A,We're introduced to more string-pulling symbolism than a movie this inherently sad ever needs. It's too much.,rotten
Boy A,"Mullen and Garfield fit well together -- both have faces you like on first sight, both have charm, both have warmth.",fresh
Boy A,"Although the screenplay tips our sympathies wholly in the young man's direction, it's cleverly structured to reveal the particulars of the long-ago crime, and what led up to it, in flashback.",fresh
Boy A,Bleak but expertly rendered.,fresh
Boy A,"A small, huge film about the harsh realities of rehabilitation, and the shimmering possibility of redemption.",fresh
Boy A,"If Hitchcock had done a coming-of-age drama, it might have resembled this haunting, nervous, sad movie.",fresh
Boy A,"An absorbing, finely nuanced morality tale.",fresh
Boy A,"Wisely, John Crowley embeds the mulling of social issues within a character study, albeit one that stylistically straddles Loachian realism and lad-movie flashiness.",fresh
Boy A,"Crowley, his cast and the script constantly reveal new layers to the characters, preventing simple labels like 'hero' or 'villain.' These people are all cringingly human.",fresh
Galaxy Quest,"Effects and production design are splendidly integrated into the overall enterprise, which is even more enjoyable for being so unexpected.",fresh
Galaxy Quest,Boldly going where few parodies have gone before.,fresh
Galaxy Quest,The drolleries take precedence over the special effects.,fresh
Galaxy Quest,A sweet-spirited and clever film for anyone who's ever been a sci-fi nerd -- or laughed at one.,fresh
Galaxy Quest,The movie's cast is delightful.,fresh
Galaxy Quest,An amiable comedy that simultaneously manages to spoof these popular futuristic space adventures and replicate the very elements that have made them so durable.,fresh
Galaxy Quest,It's a clever premise but not one that lends itself to an hour and 42 minutes of high jinks.,rotten
Galaxy Quest,"In many ways, Galaxy Quest is more fantasy than science fiction. It's a lighthearted romp.",fresh
Galaxy Quest,"This movie is more than one joke or one idea. It's a thoroughly satisfying comedy -- and a respectable space adventure, as well.",fresh
Galaxy Quest,"For fans of science fiction Galaxy Quest is a sweet, funny valentine to their obsessiveness.",fresh
Galaxy Quest,Spaceballs meets the Six Clueless Samurai.,fresh
Galaxy Quest,"The film's warm-fuzzies are formulaic and not at all genuine. The humor, though, is clever and keenly satiric without being mean-spirited.",fresh
Galaxy Quest,The movie's humor works best when the illogic of the TV show gets in the way.,fresh
Galaxy Quest,"It'll beam you way, way up.",fresh
Galaxy Quest,"A big, dumb piece of fun that will do little for your heart or intellect, but will undoubtedly leave you laughing.",fresh
Galaxy Quest,"Fast, light and funny, Galaxy Quest has a wide, generation - spanning appeal -- and you don't have to be a die-hard Trekkie to enjoy it.",fresh
Galaxy Quest,"Affectionate, often clever and unflaggingly funny!",fresh
Galaxy Quest,"Galaxy Quest has both a story and a back story, which is rare for this kind of romp.",fresh
The Truth About Cats & Dogs,"Though its romantic-comedy triangle borrows heavily from Cyrano de Bergerac, the film has more in common with Three's Company.",rotten
Oliver & Company,"The animation is fairly unexciting though serviceable, and the overall mystification of class difference would probably have made Dickens shudder, but kids should find this tolerable enough.",fresh
Oliver & Company,"Even as a cartoon poodle, Bette Midler stops the show.",fresh
Oliver & Company,"Much cornball adventure ensues, punctuated by healthy helpings of singing, dancing and general merriment.",fresh
Oliver & Company,"The film offers a fanciful, lush urban setting, unusual for Disney animated features, and a couple of good songs.",fresh
Oliver & Company,"Despite three screenwriters and 13 names credited for the story, the script quickly sinks into a predictable 'girl-meets-pet, girl-loses-pet, girl-and -pet-reunite' sap-trap.",rotten
Oliver & Company,Take the kids. Have fun.,fresh
Celtic Pride,An uneven but largely likable basketball-themed comedy.,fresh
Celtic Pride,The outcome is deeply unsatisfying.,rotten
Celtic Pride,"This is a bad time for NBA fans in Boston. Just as their beloved Celtics are about to wrap up a dismal season, with nearly 50 losses and no berth in the playoffs, Hollywood comes out with a comedy about the Celtics that's even worse than the team.",rotten
Celtic Pride,"Not only is the picture woefully short on laughs, it's also coarse, overbearing and, in places, downright insulting.",rotten
Celtic Pride,"You don't even have to be a Celtics fan to appreciate it. In fact, considering who becomes the butt of the film's ultimate joke, perhaps it's best if you're not one.",rotten
Celtic Pride,"Celtic Pride has ingredients that could have made for a tough knockabout farce. Unfortunately, the film, directed by Tom De Cerchio from a screenplay by Judd Apatow, doesn't know the meaning of the term 'light touch.'",rotten
Celtic Pride,Does De Cerchio have a future at Disney or what?,fresh
Flipper,"Flipper is inoffensive, but it's also asleep in the deep.",rotten
La captive,"La Captive is so good that it makes amends for A Couch in New York, Akerman's simply dreadful 1996 English-language love story.",fresh
Dead Man,"Coy to a fault, the movie collapses under its own weight with 90 minutes to go, despite Robby MAuller's impressive black-and-white photography, which puts the film on a higher artistic plane than other equally unbearable movies.",rotten
Le hussard sur le toit,"Production values count for something, and it's a good thing, too, because this French period piece takes two hours and then some to reach its conclusion without reaching even a trot.",rotten
The Jezebels,"The acting is so bad that apparently none of the performers ever got another job in the movies, and the costumes in Ben Hur seem less dated that those on display here.",rotten
The Jezebels,"A terrific example of efficient, resourceful filmmaking, and its depiction of urban ills is, if anything, all too prophetic.",fresh
The Jezebels,To watch Switchblade Sisters is to visit a never-never land of shopworn media images colliding in a tabloid high school of the mind.,rotten
The Jezebels,"Sublime, exploitative camp.",fresh
The Jezebels,Just good enough to make it understandable why someone else might really like it. And it's just bad enough to make you wonder about such a person.,rotten
The Jezebels,"Badly acted, written and directed.",rotten
The Jezebels,"A 1975 exploitation dud, this is the kind of movie Cinemax screens late at night. It's not just bad, it's execrable.",rotten
Multiplicity,"More Kafkaesque than comedic, more fascinating to watch than out-and-out funny.",fresh
Multiplicity,"Although Multiplicity is funny, it's not as heartwarming or inventive as Groundhog Day.",fresh
Multiplicity,"The comedy itself, however, is uneven and, more often than not, obvious.",rotten
Multiplicity,"Keaton does a dandy job by his four Dougs, but the problem is a script that assumes a physical comedian can do it all, including twisting characters to make them fit the plot line. It doesn't work.",rotten
Multiplicity,"Director Harold Ramis had more serious ambitions. Multiplicity should have been another Groundhog Day, which Ramis also directed, but he comes up short.",rotten
Multiplicity,"Ramis and his quartet of writers, including City Slickers shtick factories of Lowell Ganz & Babaloo Mandel, can't find much to do with their simple premise.",rotten
Multiplicity,A buoyant domestic farce.,fresh
Multiplicity,Multiplicity cheats itself by not letting its imagination run as wild as its star.,rotten
Multiplicity,"Groundhog Day had a certain sweetness and even a sly philosophical depth, but Multiplicity is more of a ground-level comedy, in which we can usually anticipate the problems for Doug and his clones.",rotten
Multiplicity,Multiplicity exists because it's now possible for an actor to appear on screen with himself and not by means of anything so quaint as double exposure.,rotten
Multiplicity,I recommend this to anyone who wants to see a solipsistic comedy about the darker side of marriage.,rotten
The Craft,"Fleming's film begins promisingly as a black comedy a la Heathers, but then quickly succumbs to its machinery of special effects; this is yet another bad picture in a long list of Hollywood flops about witchcraft.",rotten
The Craft,If only The Craft were as fresh as its enchanting lead quartet.,rotten
The Great White Hype,"As satire, Hype dares to play the race card but folds too soon.",rotten
Cold Comfort Farm,"Schelsinger's masterfully directed eccentric satire is based on Stella Gibbons' 1933 book which spoofs the serious, soul-searching, rural-set stories of writers like D.H. Lawrence and Mary Webb.",fresh
Cold Comfort Farm,Dickens meets the Beverly Hillbillies.,fresh
Heaven's Prisoners,[A] bayou slog.,rotten
The Rock,"The yarn has its share of gaping holes and jaw-dropping improbabilities, but director Michael Bay sweeps them all aside with his never-take-a-breath pacing.",fresh
The Rock,"Slick, brutal and almost human, this is the team-spirit action movie Mission: Impossible should have been.",fresh
The Rock,"Fake countdown and knowing reactionary tone, but the best SF car chase to date.",fresh
The Rock,"A violence-intoxicated, far-fetched, morally corrupt drama.",rotten
The Rock,"From a helicopter's point-of-view, The Rock is just typical big American dumb fun. It's only when you look underneath at the film's underlying assumptions that you want to recoil.",rotten
The Rock,A popcorn-movie deluxe.,fresh
The Rock,"Slick and forceful, largely unconcerned with character, eager for any opportunity to pump up the volume both literally and metaphorically, The Rock is the kind of efficient entertainment that is hard to take pleasure in.",rotten
The Rock,Producers Jerry Bruckheimer and the late Don Simpson have a highly-successful resume that includes Top Gun and Crimson Tide. The Rock will add more luster to that reputation.,fresh
The Rock,The movie deteriorates into a long commercial for the home-game version of itself.,rotten
The Rock,"When film more or less took over melodrama from the theater ninety years ago, it proudly provided real oceans instead of canvas waves rippled by stagehands; but the plots remained humbug ... The Rock is as ridiculous an example as one could want.",rotten
The Rock,"Pure why-not bravado, pumped-up and staggeringly dishonest but exciting just the same.",fresh
The Rock,"Excitement may be The Rock's selling point, but it has plenty more to offer than you bargained for.",fresh
The Rock,"Cage steals the show, adding a touch of wimpiness to the high-decibel bravado.",fresh
The Rock,[A] 2 1/4-hour exercise in overkill.,rotten
The Rock,"A first-rate, slam-bang action thriller with a lot of style and no little humor.",fresh
The Rock,"Even in a movie that's all noise and bluster, Cage and Connery inject tasty bits of personality into their roles.",fresh
Getting Away with Murder,...a distasteful affair that should embarrass all concerned...,rotten
Twister,You know a movie is in trouble when a cow provides its only moment of authentic human interest.,rotten
Twister,"Even more than with most of Michael Crichton's concoctions, this one conveys the overwhelming impression of a mechanical entertainment, a very high concept in which the characters and their problems seem like utterly arbitrary creations.",rotten
Twister,"Effects apart, this is dire: predictable, cliched, sloppily written, pitifully performed and surprisingly short of real shocks and suspense.",rotten
Twister,"It looks real, and Director Jan De Bont keeps the action coming so fast there's no time to question it.",fresh
Twister,"An expert in making audiences squirm and twist, at making us feel the rush of experience right along with the actors, De Bont choreographs action and suspense so beautifully he makes it seem like a snap.",fresh
Twister,A summer crowd-pleaser worthy of its wind.,fresh
Twister,"The movie is wall-to-wall with special effects, and they're all convincing, although it's impossible for me to explain how Bill and Jo escape serious injury while staring right up into the Suck Zone of the Finger of God.",rotten
Twister,"It's a perfect motion picture roller coaster -- fun, fast, and furious... as long as you don't think too hard.",fresh
Twister,"Science aside, it's not hard to feel that these excitable characters are a wee bit berserk. But the movie works as escapism even if you do know enough to come in out of the rain.",fresh
Spy Hard,"The jokes come in sporadic volleys rather than the steady machine-gun pace of The Naked Gun and Airplane!, and, with a few exceptions, they are less truly aimed.",rotten
Spy Hard,"As funny as Nielsen can be, like all comic actors he still needs the quick-thinking jokes and zingy one-liners to be genuinely funny.",rotten
Spy Hard,"Spy Hard just comes off as a long commercial. And yes, that means most of the best moments you've seen in the movie's trailer.",rotten
Spy Hard,"More of a cinematic joke book than a real movie, Spy Hard hits you with gags faster than Henny Youngman on speed. Even when individual bits misfire, the unrelenting barrage of silliness can break down your resistance.",fresh
Spy Hard,"Spy Hard is a loose send-up of the Bond series and other overly expensive action flicks, but after Hot Shots! Part Deux and National Lampoon's Loaded Weapon 1 who needs another action parody?",rotten
Spy Hard,"Never mind that the smutty, high-tech 007 capers already wink at the conventions of the bikini-clad, gizmo-strewn genre. If the martini is shaken, not stirred, why beat it to death with a swizzle stick?",rotten
Spy Hard,"The picture that will test the durability of Leslie Nielsen's lowbrow franchise, Spy Hard sticks closely to the Naked Gun formula. Not only is the formula itself wearing thin, but the gags themselves feel recycled.",rotten
Spy Hard,Like Hot Shots! there's the same mistaken belief that simply tagging other films will be intrinsically funny...,rotten
Spy Hard,"Nielsen, with his expert deadpan and sense of comic timing, creates the illusion of humor -- for about 15 minutes.",rotten
Spy Hard,This movie unfortunately wastes a perfectly promising idea -- satirizing James Bond films along with any other pop-culture celluloid phenomenon that crosses the filmmakers' minds.,rotten
Spy Hard,A dreadfully unfunny comedy that takes Naked Gun-like sketches and rehashes them without a whit of style or energy.,rotten
Spy Hard,"When Spy Hard abruptly ends after only 81 minutes, you sense that it has used up every last round of available ammunition. It was simply exhausted and couldn't move another inch.",rotten
Spy Hard,You won't laugh hard at Spy Hard. And that's not because the jokes aren't funny. Most of them aren't even jokes.,rotten
Force of Evil,"For all its unpleasant nature, it must be said that this film is a dynamic crime-and-punishment drama, brilliantly and broadly realized.",fresh
Force of Evil,"A poetic, terse, beautifully exact, and highly personal re-creation of the American underworld, with an unpunctuated Joycean screenplay by Polonsky that is perhaps unique in the American cinema.",fresh
The Arrival,"What it lacks in sophistication (everything), it partly makes up for in sheer gall.",fresh
The Arrival,"It's a strong, lean piece of writing that moves quickly. Nothing is wasted, and nothing happens the way you'd expect.",fresh
The Arrival,A movie that shoehorns a blunt warning into its silly but entertaining story of a young radio astronomer's one-man battle against sinister extraterrestrials.,fresh
The Arrival,The movie is as smart as ``Mission: Impossible'' is dumb.,fresh
The Arrival,"This is not a dumb movie; in fact, with its heavy reliance upon real science, it's startlingly credible.",fresh
The Arrival,[Sheen] spends most of the movie in a kind of sweaty apoplexy that makes one worry for his health.,rotten
Careful,"In part a hilarious satire about Canadian timidity, it also comes across periodically as a formalist gem about nothing at all.",fresh
Careful,"Uniquely weird, subtly macabre, and utterly compelling.",fresh
Careful,"Careful is one long and amusing pun on German Expressionistic film imagery, Freudian psychology and quasi-Wagnerian storytelling, all carried to absurdist lengths.",fresh
Careful,There's something wonderfully unique about the project but the reasons for doing it remain buried.,rotten
Careful,"Careful, the hilariously bizarre new film from Canadian director Guy Maddin, is like some lost masterpiece from a time-warped alternative dimension -- a strange artifact that time forgot.",fresh
A Month by the Lake,Vanessa Redgrave has never been more likable on screen than in her buoyantly athletic turn here.,fresh
Gold Diggers: The Secret of Bear Mountain,"Dig if you must, but this is fool's gold.",rotten
Maya Lin: A Strong Clear Vision,"No masterpiece, but a portrait worthy of the extraordinary woman it salutes.",fresh
Striptease,Moore's body is in better shape than her acting.,rotten
This Is Spinal Tap,"For music biz insiders, This Is Spinal Tap is a vastly amusing satire of heavy metal bands.",fresh
This Is Spinal Tap,"For all its japes and jokes, the movie is really about exhaustion of the spirit: sitting in a bleak hotel suite at 4 a.m. with the bad taste of last night in the mouth and the feeling that tomorrow will not be a better day.",fresh
This Is Spinal Tap,"The material is consistently clever and funny, though ultimately the attitudes are too narrow to nourish a feature-length film.",rotten
This Is Spinal Tap,"Reiner's brilliantly inventive script and smart visuals avoid all the obvious pitfalls, making this one of the funniest ever films about the music business.",fresh
This Is Spinal Tap,It stays so wickedly close to the subject that it is very nearly indistinguishable from the real thing.,fresh
This Is Spinal Tap,"The film is a composite of classic moments, all of which we sense could have happened to any of the classic heavy metal bands -- or at least to those whose members combined delusions of greatness with low I.Q.s.",fresh
This Is Spinal Tap,This Is Spinal Tap doesn't pull punches...,fresh
This Is Spinal Tap,"The satire has a deft, wicked touch.",fresh
Jack,Someone deserves a timeout for letting this mawkish misfire get to the screen.,rotten
I Shot Andy Warhol,"Though this terrifically cast movie may prove a tad too detached even for some members of its targeted audience, it covers remarkable ground in less than two hours.",fresh
The Grass Harp,Helmer Charles Matthau combines a sensitive screenplay adaptation of Truman Capote's autobiographical novel with a wonderful ensemble cast to create a jewel of a film.,fresh
The Grass Harp,"Star power isn't a problem in this episodic rendering of Truman Capote's novel. A scattershot story without focus is, which is why the film soon evaporates from the memory.",rotten
La môme,"The Israeli documentary Stalags, by Ari Libsker, should be subtitled, How To Turn a Sexy Subject Into a Boring Film.",rotten
La môme,"Stalags carries this line of inquiry forward, cramming an overwhelming amount of information and ideas into its 63 minutes -- not nearly enough time to explore satisfactorily all that it raises.",rotten
La môme,"Unfortunately, Ari Libsker's hour-plus docu on this potentially mind-boggling topic meanders disconnectedly, as various experts, collectors and storytellers kick around anecdotes and theories that tend to cancel each other out.",rotten
La môme,"However artless its presentation, Stalags imparts material that's difficult to shake off and impossible to dismiss.",fresh
Histoires extraordinaires,Only Fellini (Toby Dammit) really manages to make much of his source.,rotten
Histoires extraordinaires,"[Toby Dammit] is marvelous: a short movie but a major one. The Vadim is as overdecorated and shrill as a drag ball, but still quite fun, and the Malle, based on one of Poe's best stories, is simply tedious.",fresh
Trainspotting,Trainspotting's saving grace is that there's a heck of a lot of entertainment value in this particular form of shallowness.,fresh
Trainspotting,"Trainspotting, buoyed by a great Brit Pop soundtrack and Brian Tufano's agile cinematography, captures the stoned-out, gut-churning experience of hardcore addiction with hallucinogenic acuity.",fresh
Trainspotting,"Trainspotting is a searing pop-art portrait of a lost generation blowing out its brains. As they rail, chuckle, shout and dive into darkness, you're trapped yourself between a bellylaugh and a scream.",fresh
Trainspotting,"The film is about joy -- in conniving and surviving, in connecting with audiences, in its own fizzy, jizzy style. And that's why, compared with it, most other films look zombified.",fresh
Trainspotting,"A cocktail of scuzzy charm, nerve and despair that seduces and repulses in nearly equal proportions. It packs a jolt, all right. But it leaves you with a brutal hangover, too.",fresh
Trainspotting,"It would be hard to imagine a movie about drugs, depravity, and all-around bad behavior more electrifying than Trainspotting.",fresh
Trainspotting,"Scabrous, brutal and hip, Trainspotting is a Clockwork Orange for the '90s.",fresh
Trainspotting,"This may not have the weight of 'Great Art', but it crystallises youthful disaffection with the verve of the best and brightest pop culture. A sensation.",fresh
Trainspotting,"The experience of watching Trainspotting -- the electric, nasty and slick descent into the milieu of young Scottish junkies -- is a little like speeding through the digestive tract of some voracious beast.",fresh
Trainspotting,"Trainspotting is a singular sensation, a visionary knockout spiked with insight, wild invention and outrageous wit.",fresh
Trainspotting,"Exuberant and pitiless, profane yet eloquent, flush with the ability to create laughter out of unspeakable situations, ""Trainspotting"" is a drop-dead look at a dead-end lifestyle that has all the strength of its considerable contradictions.",fresh
Trainspotting,"Far from nihilistic, though certainly calculated to butt up against various puritanical norms, [the film is a] feel-good jaunt about young Scottish heroin addicts and their degradation and betrayals of one another.",fresh
Trainspotting,"This isn't an examination of the Scottish drug culture from the outside looking in, it's one from the inside looking out.",fresh
Trainspotting,"Hip, brutally honest and humane...",fresh
Trainspotting,"The movie has been attacked as pro-drug and defended as anti-drug, but actually it is simply pragmatic. It knows that addiction leads to an unmanageable, exhausting, intensely uncomfortable daily routine, and it knows that only two things make it bearable",fresh
Trainspotting,"For better or worse, sometimes strictly for the sake of shock value, the stylish irreverence of ""Trainspotting"" mimics that drug high and delivers its own potent kick.",fresh
Trainspotting,"This is not dour social realism. It's a shot- from-a-cannon youth movie, with likable young people sticking needles in their arms in working-class Edinburgh.",fresh
Trainspotting,"...rapid-fire youth-culture freak show: random sex, in-your-face scatology, senseless violence and rampant profanity delivered in haggis-thick brogues.",fresh
Trainspotting,"A few patches are subtitled, but the general effect is of watching an opera without having read the libretto.",rotten
'Til There Was You,"With its clotted script, art direction that's all splash and no style, and dialogue that's too nakedly calculated to facilitate identification), this tedious and confused movie points several characters in obvious directions.",rotten
'Til There Was You,"A tired piece of romantic cornball fare that harks back to a bygone era, the film is a badly conceived, poorly executed fairy tale guaranteed to make audiences squirm in their seats.",rotten
'Til There Was You,"Tripplehorn and McDermott are likable enough in their roles, but Holzman's precious, overwritten script gives them few genuinely honest moments.",rotten
'Til There Was You,"Here is the most tiresome and affected movie in many a moon, a 114-minute demonstration of the Idiot Plot, in which everything could be solved with a few well-chosen words that are never spoken.",rotten
'Til There Was You,A fragmentary and amateurish fairy tale.,rotten
'Til There Was You,Tripplehorn and McDermott don't look as if they belong together and aren't strong enough actors to overcome their physical incompatibility. So there's no sense of urgency about them getting together.,rotten
'Til There Was You,"The payoff, such as it is, is distressingly anticlimactic, and results in frustration.",rotten
'Til There Was You,Winnie Holzman's screenplay is uneven.,rotten
'Til There Was You,The studio left this alleged romantic comedy sitting on the shelf for a year -- and it didn't improve with age.,rotten
Independence Day,Splendidly cheesy entertainment.,fresh
Independence Day,"It's the first futuristic disaster movie that's as cute as a button. Which, when all the special effects blow over, is what we Americans like in a monster hit.",fresh
Independence Day,"If I were a 10-year-old boy, I'd probably think it was the coolest movie going.",fresh
Independence Day,As unavoidably entertaining as it is hopelessly cornball.,fresh
Independence Day,Maybe the moviemakers' mission was to boldly go where everyone in Hollywood has gone before: the bank.,rotten
Independence Day,"The earnestness, the effects, and the notion of a whole world forgetting its differences to defeat a common foe carry a certain charm.",fresh
Independence Day,"Everything feels anti-climactic after the fireworks, but the moral is clear: it's the end of the world as we know it. And we feel fine.",fresh
Independence Day,"The picture is ultimately fun, thanks mostly to the colorful characters and the mock-hero ic spirit that kicks in full-throttle after the world has almost been destroyed.",fresh
Independence Day,"So much about ID4 is so old it's inevitable that homesick audiences, eager for familiar scenarios, will embrace it as if it's nothing but new.",fresh
Independence Day,"The film has a genial it's-only-a-movie attitude that sets it apart, quite emphatically, from other blockbuster action movies.",fresh
Independence Day,"As for the human characters, they give merely adequate back-seat support to the special effects that drive this big-budget thriller.",rotten
Independence Day,"Unfortunately, and perhaps not unexpectedly, it doesn't live up to the hype.",rotten
Independence Day,There's precious little reward in plumbing the world-historical implications of the screenplay.,rotten
Independence Day,"The aliens, when we finally see them, are a serious disappointment; couldn't they think of anything more interesting than octopus men?",rotten
Independence Day,"Though the movie isn't too deep, it's certainly a rousing state-of-the-art cartoon capped by an aerial-combat climax that, to its credit, isn't anti-climactic.",fresh
Independence Day,"You know going in that Independence Day will have terrific effects and loads of action. But the filmmakers have also carefully crafted appealing characters and several good relationships, which they develop as the story unfolds.",fresh
Stealing Beauty,[A] hilariously inscrutable exercise in pseudo-profundity.,rotten
Stealing Beauty,"A civilized, mellow, and generally graceful chamber piece.",fresh
Stealing Beauty,A welcome reminder of Bertolucci's directorial assurance.,fresh
Stealing Beauty,[Bertolucci] builds an homage to beauty around a sullen void.,rotten
Stealing Beauty,"In contrasting the sexuality and rebellion of Lucy's generation with his own, Bertolucci clearly yearns to rekindle his creative spirit.",fresh
Stealing Beauty,"Even a lesser Bertolucci is an event, and Stealing Beauty has its charms.",fresh
Stealing Beauty,"The movie plays like the kind of line a rich older guy would lay on a teenage model, suppressing his own intelligence and irony in order to spread out before her the wonderful world he would like to give her as a gift.",rotten
Stealing Beauty,"It may not be epic in scale; in artistic terms, though, it's huge.",fresh
Stealing Beauty,"What do you call a character study with shallow, sketchily-drawn characters, but a gorgeous setting? A scenery study, perhaps. Or an atmosphere study.",rotten
Stealing Beauty,"For all the film's missteps, there is cause to echo the uncritical compliment bestowed by the playwright (Jeremy Irons) upon the film's ingenue (Liv Tyler): 'I so enjoyed watching you.'",fresh
The Fan,An awful but watchable baseball movie until it degenerates into an all-out howler.,rotten
Kingpin,"With maybe 25 belly laughs, the brazenly crude Kingpin is often uproarious, but be forewarned that its creators apparently conceived it underneath a limbo bar. How looow can a funny guilty pleasure go?",fresh
Eraser,"Welcome back, big guy.",fresh
Eraser,"The advanced weaponry and nifty scopes notwithstanding, most of the gunplay is pretty standard-issue, with most of the victims being anonymous targets present just to be picked off.",rotten
Eraser,"It's a movie constructed around three or four self-consciously 'cool' episodes, and passably entertaining as such, but there's also an awful lot of uncool contrivance, coincidence and contempt for the audience.",rotten
Eraser,"This is one of those movies where good guys don't miss, and bad guys can't shoot to save their lives.",rotten
Eraser,The bang-for-the-buck ratio is high enough to appease even the thinnest wallet.,fresh
Eraser,"Arnold Schwarzenegger tries his hardest to look formidable, forbidding and stern in Eraser, but what he mostly looks is tired.",rotten
Eraser,"The middling result, diverting while it lasts but too silly to recommend, is merely this week's funhouse action pic.",rotten
Eraser,"Even for escapism, this is on the crazy side.",rotten
Eraser,"Good action fun, with spectacular stunts and special effects.",fresh
Eraser,The premise is moderately intriguing.,rotten
The Nutty Professor,"[Murphy] is able to invest his Professor Klump with an endearing dignity, give his lounge lizard alter ego, Buddy Love, an alligator's bite and then go on from there to play Klump's grandma. Also his mother, father and brother.",fresh
The Nutty Professor,Murphy's most assured work in some time.,fresh
